,school_name,school rating,school_address,school_url,school_type,school_grades,school_total_students,school_teacher_ratio,school_district
18,Carousel Pre-School & Day Care Ct,Unrated,"5890 Cathy Ave, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/18715-Carousel-Pre-School--Day-Care-Ct/,Private,PK,N/A,N/A,N/A
19,Abc Development Pre-School 5,Unrated,"8630 Moody Street, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/18717-Abc-Development-Pre-School-5/,Private,PK,N/A,N/A,N/A
20,ABC Developmental Pre-School,Unrated,"9281 Denni St, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/18718-ABC-Developmental-Pre-School/,Private,PK,N/A,N/A,N/A
21,ABC Development Pre-School 3,Unrated,"9972 Graham St, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/18719-ABC-Development-Pre-School-3/,Private,PK,N/A,N/A,N/A
22,Abc Development Pre-School 1,Unrated,"5791 Newman Street, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/19690-Abc-Development-Pre-School-1/,Private,PK,N/A,N/A,N/A
23,Aslan Academy,Unrated,"9080 Bloomfield Avenue, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/26078-Aslan-Academy/,Private,1-12,N/A,N/A,N/A
24,Cypress Park Community Church's Little School Of The West,Unrated,"5471 Cerritos Avenue, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/26087-Cypress-Park-Community-Churchs-Little-School-Of-The-West/,Private,K,9,N/A,N/A
25,Del Sol School,Unrated,"5400 Myra Avenue, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/26088-Del-Sol-School/,Private,PK-12,59,N/A,N/A
26,Tutor Time Child Care & Lc,Unrated,"5805 Corporate Avenue, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/28217-Tutor-Time-Child-Care--Lc/,Private,PK,N/A,N/A,N/A
27,Abc Development Pre-School 4,Unrated,"4440 Surrey Drive, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/28937-Abc-Development-Pre-School-4/,Private,PK,N/A,N/A,N/A
28,Abc Development Pre-School 3,Unrated,"9972 Graham Street, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/29412-Abc-Development-Pre-School-3/,Private,PK-K,N/A,N/A,N/A
29,Stepping Stones Learning Center,Unrated,"6211 Lee Drive, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/30083-Stepping-Stones-Learning-Center/,Private,PK,N/A,N/A,N/A
30,Miracle Land Preschool,Unrated,"4371 Cerritos Avenue, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/30694-Miracle-Land-Preschool/,Private,PK-K,50,N/A,N/A
31,Funshine Christian Preschool,Unrated,"4321 Cerritos Ave, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/31673-Funshine-Christian-Preschool/,Private,PK,N/A,N/A,N/A
32,Miracle Land Child Development Center,Unrated,"4371 Cerritos Avenue, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/33549-Miracle-Land-Child-Development-Center/,Private,PK-4,82,N/A,N/A
33,St. Irenaeus Parish School,Unrated,"9201 Grindlay Street, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/8271-St.-Irenaeus-Catholic-Elementary-School/,Private,K-8,318,N/A,N/A
34,Calvary Chapel Christian School Of Cypre,Unrated,"5202 Lincoln Avenue, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/8771-Calvary-Chapel-Christian-School-Of-Cypre/,Private,PK-6,146,N/A,N/A
35,Cypress Montessori Academy,Unrated,"8622 La Salle Street, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/9392-Cypress-Montessori-Academy/,Private,PK,52,N/A,N/A
36,Grace Christian School Of Cypress,Unrated,"4545 Myra Avenue, Cypress, CA, 90630",https://www.greatschools.org/california/cypress/9964-Grace-Christian-School-Of-Cypress/,Private,PK-8,490,N/A,N/A
