,school_name,school rating,school_address,school_url,school_type,school_grades,school_total_students,school_teacher_ratio,school_district
15,Lakewood High School,"5
/10","4400 Briercrest Avenue, Lakewood, CA, 90713",https://www.greatschools.org/california/lakewood/2578-Lakewood-High-School/,Public district,9-12,3224,23:1,Long Beach Unified School District
16,Melbourne (Ella P.) Elementary School,"4
/10","21314 Claretta Avenue, Lakewood, CA, 90715",https://www.greatschools.org/california/lakewood/1422-Melbourne-Ella-P.-Elementary-School/,Public district,K-6,458,25:1,Abc Unified School District
17,Craig Williams Elementary School,"4
/10","6144 Clark Avenue, Lakewood, CA, 90712",https://www.greatschools.org/california/lakewood/1550-Craig-Williams-Elementary-School/,Public district,K-6,562,32:1,Bellflower Unified School District
18,Hoover Middle School,"4
/10","3501 Country Club Drive, Lakewood, CA, 90712",https://www.greatschools.org/california/lakewood/2569-Hoover-Middle-School/,Public district,6-8,758,26:1,Long Beach Unified School District
19,Park Montessori School,Unrated,"12350 E Delamo Blvd 2800, Lakewood, CA, 90715",https://www.greatschools.org/california/lakewood/10713-Park-Montessori-School/,Private,PK-3,N/A,N/A,N/A
20,Tutor Time Child Care Learning Center,Unrated,"6504 E S ST, Lakewood, CA, 90713",https://www.greatschools.org/california/lakewood/15494-Tutor-Time-Child-Care-Learning-Center/,Private,PK,34,N/A,N/A
21,Aloha Head Start-State Pre-School,Unrated,"11737 214th St, Lakewood, CA, 90715",https://www.greatschools.org/california/lakewood/19771-Aloha-Head-Start-State-Pre-School/,Private,PK,N/A,N/A,N/A
22,Park Montessori School,Unrated,"12358 E Delamo Blvd, Lakewood, CA, 90715",https://www.greatschools.org/california/lakewood/19773-Park-Montessori-School/,Private,PK,N/A,N/A,N/A
23,Mothers At Work Children's Center,Unrated,"5510 Clark Avenue, Lakewood, CA, 90712",https://www.greatschools.org/california/lakewood/19777-Mothers-At-Work-Childrens-Center/,Private,PK-K,N/A,N/A,N/A
24,Educare Preschool,Unrated,"4300 Bellflower Boulevard, Lakewood, CA, 90713",https://www.greatschools.org/california/long-beach/24238-Educare-Preschool/,Private,PK-K,44,N/A,N/A
25,Educare Preschool & Kindergarten,Unrated,"5730 South Street, Lakewood, CA, 90713",https://www.greatschools.org/california/lakewood/24239-Educare-Preschool--Kindergarten/,Private,PK-K,42,N/A,N/A
26,Smith's Family Day Care,Unrated,"5737 Canehill Avenue, Lakewood, CA, 90713",https://www.greatschools.org/california/lakewood/27325-Smiths-Family-Day-Care/,Private,PK,N/A,N/A,N/A
27,Buena Vista High School,Unrated,"3717 Michelson Street, Lakewood, CA, 90712",https://www.greatschools.org/california/lakewood/2769-Buena-Vista-High-School/,Public district,9-12,197,9:1,Paramount Unified School District
28,Riley Child Development Center,Unrated,"3319 Sandwood Street, Lakewood, CA, 90712",https://www.greatschools.org/california/lakewood/27804-Riley-Child-Development-Center/,Private,PK,N/A,N/A,N/A
29,Weingart-Lakewood Ymca,Unrated,"5835 Carson Street, Lakewood, CA, 90713",https://www.greatschools.org/california/lakewood/27892-Weingart-Lakewood-Ymca/,Private,PK,N/A,N/A,N/A
30,Covenant Kids Pre-School,Unrated,"21209 Claretta Avenue, Lakewood, CA, 90716",https://www.greatschools.org/california/lakewood/29408-Covenant-Kids-Pre-School/,Private,PK,N/A,N/A,N/A
31,Ymca Glb Madison Site,Unrated,"2801 Bomberry Street, Lakewood, CA, 90712",https://www.greatschools.org/california/lakewood/29426-Ymca-Glb-Madison-Site/,Private,PK-K,N/A,N/A,N/A
32,Spectrum Center- Long Beach Elementary,Unrated,"6011 Centralia Street, Lakewood, CA, 90713",https://www.greatschools.org/california/lakewood/33155-Spectrum-Center--Long-Beach-Elementary/,Private,K-12,103,N/A,N/A
33,St. Pancratius Parish School,Unrated,"3601 Saint Pancratius Place, Lakewood, CA, 90712",https://www.greatschools.org/california/lakewood/8004-St.-Pancratius-Parish-School/,Private,K-8,151,N/A,N/A
34,Saint Joseph High School,Unrated,"5825 Woodruff Avenue, Lakewood, CA, 90713",https://www.greatschools.org/california/lakewood/8020-Saint-Joseph-High-School/,Private,9-12,523,N/A,N/A
35,St. Timothy Lutheran School,Unrated,"4645 Woodruff Ave, Lakewood, CA, 90713",https://www.greatschools.org/california/lakewood/9520-St.-Timothy-Lutheran-School/,Private,PK-3,N/A,N/A,N/A
